Subject;Catalog;Descr;Section;Course ID;Exam Date;Start Time;End Time;Facil ID;Exam Type;Tot Enrl;Acad Org;Term
INTL; 602;COMPARATIVE POLITICS;01;000791;24.01.2023;11:45:00;14:45:00;SNAA11;FIN;4;GSSSH;2221
INTL; 604;QUALITATIVE RESEARCH MET;01;001925;20.01.2023;11:45:00;14:45:00;CASEB15;FIN;7;GSSSH;2221
ITAL; 201;ITALIAN I : BEGINNERS;03;001494;24.01.2023;11:45:00;14:45:00;SNAA52;FIN;25;CSSH;2221
ITAL; 201;ITALIAN I : BEGINNERS;04;001494;24.01.2023;11:45:00;14:45:00;SNAA52;FIN;25;CSSH;2221
ITAL; 301;ITALIAN III: INTERMEDIATE;01;001496;25.01.2023;15:00:00;18:00:00;SCIZ07;FIN;21;CSSH;2221
ITAL; 302;ITALIAN IV : INTERMEDIATE;01;001497;25.01.2023;08:30:00;11:30:00;SCI129;FIN;15;CSSH;2221
LANG; 290;SIGN LANGUAGE I;01;002060;23.01.2023;15:00:00;18:00:00;SOSB10;FIN;25;CSSH;2221
LANG; 290;SIGN LANGUAGE I;01;002060;2.12.2022;19:00:00;22:00:00;SOSB07;MID;25;CSSH;2221
LANG; 290;SIGN LANGUAGE I;02;002060;2.12.2022;19:00:00;22:00:00;SOSB08;MID;25;CSSH;2221
LANG; 290;SIGN LANGUAGE I;02;002060;23.01.2023;15:00:00;18:00:00;SOSB11;FIN;25;CSSH;2221
LANG; 290;SIGN LANGUAGE I;03;002060;23.01.2023;15:00:00;18:00:00;SOSB10;FIN;28;CSSH;2221
LANG; 290;SIGN LANGUAGE I;03;002060;2.12.2022;19:00:00;22:00:00;SOSB08;MID;28;CSSH;2221
LANG; 291;SIGN LANGUAGE II;01;002061;2.12.2022;19:00:00;22:00:00;SOSB07;MID;6;CSSH;2221
LANG; 555;ST IN LANG;01;003812;22.01.2023;18:15:00;21:15:00;SNA122;FIN;6;GSSSH;2221
LANG; 557;ST LANG;01;003933;24.01.2023;08:30:00;11:30:00;CASEB13;FIN;2;GSSSH;2221
LATN; 401;BASIC LATIN;01;003396;17.01.2023;11:45:00;14:45:00;CASE134;FIN;8;CSSH;2221
LATN; 401;BASIC LATIN;01;003396;17.01.2023;11:45:00;14:45:00;CASE134;FIN;8;CSSH;2221
LATN; 501;BASIC LATIN;01;003514;17.01.2023;11:45:00;14:45:00;CASE134;FIN;3;GSSSH;2221
LATN; 501;BASIC LATIN;01;003514;17.01.2023;11:45:00;14:45:00;CASE134;FIN;3;GSSSH;2221
LAW; 103;CONSTITUTIONAL LAW I;01;000308;17.01.2023;15:00:00;18:00:00;ENGZ50;FIN;151;LAW;2221
LAW; 105;INTRODUCTION TO CIVIL LAW;01;000238;1.12.2022;19:00:00;22:00:00;ENGZ50;MID;162;LAW;2221
LAW; 105;INTRODUCTION TO CIVIL LAW;01;000238;21.01.2023;11:45:00;14:45:00;SOS186;FIN;162;LAW;2221
LAW; 111;ROMAN LAW;01;000087;21.11.2022;19:00:00;22:00:00;SNAA21;MID;150;LAW;2221
LAW; 111;ROMAN LAW;01;000087;21.11.2022;19:00:00;22:00:00;SNAA22;MID;150;LAW;2221
LAW; 201;CRIMINAL LAW I;01;000310;19.01.2023;11:45:00;14:45:00;SOSB10;FIN;60;LAW;2221
LAW; 201;CRIMINAL LAW I;01;000310;19.01.2023;11:45:00;14:45:00;SOSB07;FIN;60;LAW;2221
LAW; 201;CRIMINAL LAW I;02;000310;19.01.2023;11:45:00;14:45:00;SOSB07;FIN;42;LAW;2221
LAW; 201;CRIMINAL LAW I;03;000310;3.12.2022;08:30:00;11:30:00;SNAA52;MID;83;LAW;2221
LAW; 201;CRIMINAL LAW I;03;000310;3.12.2022;08:30:00;11:30:00;SNAA51;MID;83;LAW;2221
LAW; 201;CRIMINAL LAW I;03;000310;19.01.2023;11:45:00;14:45:00;SNAA22;FIN;83;LAW;2221
LAW; 201;CRIMINAL LAW I;03;000310;19.01.2023;11:45:00;14:45:00;SNA104;FIN;83;LAW;2221
LAW; 205;LAW OF OBLIGATIONS I;01;000311;24.11.2022;19:00:00;22:00:00;SNAB172;MID;34;LAW;2221
LAW; 205;LAW OF OBLIGATIONS I;01;000311;22.01.2023;08:30:00;11:30:00;SNAA52;FIN;34;LAW;2221
LAW; 205;LAW OF OBLIGATIONS I;02;000311;24.11.2022;19:00:00;22:00:00;SNAA21;MID;154;LAW;2221
LAW; 205;LAW OF OBLIGATIONS I;02;000311;24.11.2022;19:00:00;22:00:00;SNAA22;MID;154;LAW;2221
LAW; 205;LAW OF OBLIGATIONS I;02;000311;22.01.2023;08:30:00;11:30:00;SNAA22;FIN;154;LAW;2221
LAW; 205;LAW OF OBLIGATIONS I;02;000311;22.01.2023;08:30:00;11:30:00;SNAA21;FIN;154;LAW;2221
LAW; 207;ADMINISTRATIVE LAW I;01;000313;26.11.2022;15:00:00;18:00:00;ENGZ50;MID;77;LAW;2221
LAW; 207;ADMINISTRATIVE LAW I;01;000313;16.01.2023;11:45:00;14:45:00;SNAA21;FIN;77;LAW;2221
LAW; 207;ADMINISTRATIVE LAW I;02;000313;16.01.2023;11:45:00;14:45:00;SNAA22;FIN;99;LAW;2221
LAW; 207;ADMINISTRATIVE LAW I;02;000313;26.11.2022;15:00:00;18:00:00;ENGZ50;MID;99;LAW;2221
LAW; 207;ADMINISTRATIVE LAW I;02;000313;26.11.2022;15:00:00;18:00:00;ENGZ15;MID;99;LAW;2221
LAW; 207;ADMINISTRATIVE LAW I;02;000313;16.01.2023;11:45:00;14:45:00;SNAA51;FIN;99;LAW;2221
LAW; 221;INTL LAW I;01;001373;24.01.2023;18:15:00;21:15:00;ENGZ50;FIN;137;LAW;2221
LAW; 221;INTL LAW I;01;001373;24.01.2023;18:15:00;21:15:00;ENGZ50;FIN;137;LAW;2221
LAW; 221;INTL LAW I;02;001373;27.11.2022;11:45:00;14:45:00;;THOM;85;LAW;2221
LAW; 301;LAW OF PROPERTY I;01;001533;22.11.2022;19:00:00;22:00:00;SOSB08;MID;68;LAW;2221
LAW; 301;LAW OF PROPERTY I;01;001533;17.01.2023;11:45:00;14:45:00;SNAB152;FIN;68;LAW;2221
LAW; 301;LAW OF PROPERTY I;01;001533;17.01.2023;11:45:00;14:45:00;ENGZ50;FIN;68;LAW;2221
LAW; 301;LAW OF PROPERTY I;02;001533;17.01.2023;11:45:00;14:45:00;ENGZ50;FIN;95;LAW;2221
LAW; 301;LAW OF PROPERTY I;02;001533;22.11.2022;19:00:00;22:00:00;SOSB07;MID;95;LAW;2221
LAW; 301;LAW OF PROPERTY I;02;001533;22.11.2022;19:00:00;22:00:00;SOSB10;MID;95;LAW;2221
LAW; 303;LAW OF CIVIL PROCEDURE I;01;001528;21.01.2023;18:15:00;21:15:00;ENGZ50;FIN;143;LAW;2221
LAW; 305;COMMERCIAL LAW I;01;000415;18.01.2023;18:15:00;21:15:00;SOS186;FIN;68;LAW;2221
LAW; 305;COMMERCIAL LAW I;01;000415;30.11.2022;19:00:00;22:00:00;ENGZ50;MID;68;LAW;2221
LAW; 305;COMMERCIAL LAW I;02;000415;18.01.2023;18:15:00;21:15:00;SOS186;FIN;89;LAW;2221
LAW; 305;COMMERCIAL LAW I;DSA;000415;30.11.2022;19:00:00;22:00:00;ENGZ50;MID;157;LAW;2221
LAW; 325;COMPETITION LAW;01;000092;25.01.2023;08:30:00;11:30:00;SNAA52;FIN;47;LAW;2221
LAW; 325;COMPETITION LAW;01;000092;13.12.2022;19:00:00;22:00:00;SNAA52;MID;47;LAW;2221
LAW; 327;INTL CRIMINAL LAW;01;000094;24.01.2023;11:45:00;14:45:00;STD201;FIN;42;LAW;2221
LAW; 357;ST LAW;01;003824;26.11.2022;15:00:00;18:00:00;ENG120;MID;5;LAW;2221
LAW; 357;ST LAW;01;003824;23.01.2023;18:15:00;21:15:00;CASE216;FIN;5;LAW;2221
LAW; 403;PRIVATE INTL LAW I;01;000320;20.01.2023;11:45:00;14:45:00;ENGZ50;FIN;67;LAW;2221
LAW; 403;PRIVATE INTL LAW I;01;000320;23.11.2022;19:00:00;22:00:00;SNAA52;MID;67;LAW;2221
LAW; 403;PRIVATE INTL LAW I;01;000320;23.11.2022;19:00:00;22:00:00;SNAA51;MID;67;LAW;2221
LAW; 403;PRIVATE INTL LAW I;02;000320;20.01.2023;11:45:00;14:45:00;ENGZ50;FIN;58;LAW;2221
LAW; 403;PRIVATE INTL LAW I;02;000320;23.11.2022;19:00:00;22:00:00;SNAB172;MID;58;LAW;2221
LAW; 407;LAW OF INHERITANCE;01;000321;25.01.2023;18:15:00;21:15:00;ENGZ50;FIN;142;LAW;2221
LAW; 407;LAW OF INHERITANCE;01;000321;25.11.2022;19:00:00;22:00:00;ENGZ50;MID;142;LAW;2221
LAW; 409;LAW OF ENFORCMNT INSOLV I;01;001529;22.01.2023;18:15:00;21:15:00;SNAA22;FIN;133;LAW;2221
LAW; 409;LAW OF ENFORCMNT INSOLV I;01;001529;22.01.2023;18:15:00;21:15:00;SNAA21;FIN;133;LAW;2221
LAW; 410;INSURANCE LAW;01;001315;19.01.2023;08:30:00;11:30:00;SNA104;FIN;8;LAW;2221
LAW; 425;LAW OF TAXATION;01;000199;16.01.2023;15:00:00;18:00:00;SNAA52;FIN;85;LAW;2221
LAW; 425;LAW OF TAXATION;01;000199;9.11.2022;19:00:00;22:00:00;SOSB07;MID;85;LAW;2221
LAW; 425;LAW OF TAXATION;01;000199;9.11.2022;19:00:00;22:00:00;SOSB08;MID;85;LAW;2221
LAW; 425;LAW OF TAXATION;01;000199;16.01.2023;15:00:00;18:00:00;SNAA22;FIN;85;LAW;2221
LAW; 425;LAW OF TAXATION;02;000199;9.11.2022;19:00:00;22:00:00;SOSB10;MID;43;LAW;2221
LAW; 425;LAW OF TAXATION;02;000199;16.01.2023;15:00:00;18:00:00;SNAA22;FIN;43;LAW;2221
LAW; 430;INTL COMMERC ARBITR LAW;01;000239;29.11.2022;19:00:00;22:00:00;SNAB119;MID;30;LAW;2221
LAW; 430;INTL COMMERC ARBITR LAW;01;000239;23.01.2023;18:15:00;21:15:00;SNAB119;FIN;30;LAW;2221
LAW; 433;LABOR LAW I;01;001507;19.01.2023;18:15:00;21:15:00;SOS186;FIN;57;LAW;2221
LAW; 433;LABOR LAW I;02;001507;19.01.2023;18:15:00;21:15:00;SOS186;FIN;56;LAW;2221
LAW; 435;GAME THEORY & STRATEGY;01;001070;17.01.2023;15:00:00;18:00:00;SNAA22;FIN;2;LAW;2221
LAW; 435;GAME THEORY & STRATEGY;01;001070;17.01.2023;15:00:00;18:00:00;SNAA51;FIN;2;LAW;2221
LAW; 435;GAME THEORY & STRATEGY;01;001070;17.01.2023;15:00:00;18:00:00;SNAA22;FIN;2;LAW;2221
LITR; 201;TRANSLATING LITR & CULT;01;002809;19.01.2023;18:15:00;21:15:00;CASEZ27;FIN;16;CSSH;2221
LITR; 303;OTTOMAN LITERATURE;01;000325;16.01.2023;18:15:00;21:15:00;SNA103;FIN;17;CSSH;2221
LITR; 353;ST LITR;01;002420;16.01.2023;15:00:00;18:00:00;ENGB30;FIN;22;CSSH;2221
LITR; 451;ST LITR;01;002428;25.01.2023;15:00:00;18:00:00;ENG120;FIN;19;CSSH;2221
LITR; 451;ST LITR;01;002428;25.01.2023;15:00:00;18:00:00;ENG120;FIN;19;CSSH;2221
LITR; 501;COMPARATIVE METH. IN LITR. ST.;01;004355;20.01.2023;18:15:00;21:15:00;CASEB12;FIN;5;GSSSH;2221
LITR; 551;ST LITR;01;004503;25.01.2023;15:00:00;18:00:00;ENG120;FIN;8;GSSSH;2221
LITR; 551;ST LITR;01;004503;25.01.2023;15:00:00;18:00:00;ENG120;FIN;8;GSSSH;2221
MASE; 515;MATERIALS SCI AND ENG I;01;003271;8.12.2022;19:00:00;22:00:00;SCIZ24;MID;20;GSSE;2221
MASE; 515;MATERIALS SCI AND ENG I;01;003271;17.01.2023;15:00:00;18:00:00;SNAB172;FIN;20;GSSE;2221
MASE; 515;MATERIALS SCI AND ENG I;01;003271;17.01.2023;15:00:00;18:00:00;SNAB172;FIN;20;GSSE;2221
MASE; 518;ADV. INST. ANLY. TECH. FOR MAT;01;001819;23.01.2023;08:30:00;11:30:00;SCI129;FIN;16;GSSE;2221
MASE; 518;ADV. INST. ANLY. TECH. FOR MAT;01;001819;23.01.2023;08:30:00;11:30:00;SCI129;FIN;16;GSSE;2221
MATH; 101;FINITE MATHEMATICS;01;000329;5.11.2022;11:45:00;14:45:00;SOSB08;MID;98;CS;2221
MATH; 101;FINITE MATHEMATICS;01;000329;5.11.2022;11:45:00;14:45:00;ENGZ50;MID;98;CS;2221
MATH; 101;FINITE MATHEMATICS;01;000329;17.01.2023;08:30:00;11:30:00;SOS186;FIN;98;CS;2221
MATH; 101;FINITE MATHEMATICS;01;000329;16.12.2022;19:00:00;22:00:00;ENGZ50;MID;98;CS;2221
MATH; 101;FINITE MATHEMATICS;01;000329;16.12.2022;19:00:00;22:00:00;SOSB07;MID;98;CS;2221
MATH; 101;FINITE MATHEMATICS;01;000329;16.12.2022;19:00:00;22:00:00;SOSB08;MID;98;CS;2221
MATH; 101;FINITE MATHEMATICS;01;000329;17.01.2023;08:30:00;11:30:00;SNAA42;FIN;98;CS;2221
MATH; 101;FINITE MATHEMATICS;01;000329;5.11.2022;11:45:00;14:45:00;SOSB07;MID;98;CS;2221
MATH; 101;FINITE MATHEMATICS;01;000329;17.01.2023;08:30:00;11:30:00;SNAA43;FIN;98;CS;2221
MATH; 101;FINITE MATHEMATICS;01;000329;17.01.2023;08:30:00;11:30:00;SOSB08;FIN;98;CS;2221
MATH; 101;FINITE MATHEMATICS;02;000329;17.01.2023;08:30:00;11:30:00;SOS186;FIN;100;CS;2221
MATH; 101;FINITE MATHEMATICS;02;000329;5.11.2022;11:45:00;14:45:00;ENGZ50;MID;100;CS;2221
MATH; 101;FINITE MATHEMATICS;02;000329;5.11.2022;11:45:00;14:45:00;SOSB10;MID;100;CS;2221
MATH; 101;FINITE MATHEMATICS;02;000329;17.01.2023;08:30:00;11:30:00;SNAA52;FIN;100;CS;2221
MATH; 101;FINITE MATHEMATICS;02;000329;16.12.2022;19:00:00;22:00:00;ENGZ50;MID;100;CS;2221
MATH; 101;FINITE MATHEMATICS;02;000329;16.12.2022;19:00:00;22:00:00;SOSB10;MID;100;CS;2221
MATH; 101;FINITE MATHEMATICS;03;000329;5.11.2022;11:45:00;14:45:00;SNAA21;MID;88;CS;2221
MATH; 101;FINITE MATHEMATICS;03;000329;17.01.2023;08:30:00;11:30:00;SNAA51;FIN;88;CS;2221
MATH; 101;FINITE MATHEMATICS;03;000329;16.12.2022;19:00:00;22:00:00;SNAA21;MID;88;CS;2221
MATH; 101;FINITE MATHEMATICS;03;000329;17.01.2023;08:30:00;11:30:00;SNAA21;FIN;88;CS;2221
MATH; 101;FINITE MATHEMATICS;04;000329;5.11.2022;11:45:00;14:45:00;SNAA22;MID;73;CS;2221
MATH; 101;FINITE MATHEMATICS;04;000329;5.11.2022;11:45:00;14:45:00;SNAA52;MID;73;CS;2221
MATH; 101;FINITE MATHEMATICS;04;000329;17.01.2023;08:30:00;11:30:00;SNAA22;FIN;73;CS;2221
MATH; 101;FINITE MATHEMATICS;04;000329;16.12.2022;19:00:00;22:00:00;SNAA22;MID;73;CS;2221
MATH; 101;FINITE MATHEMATICS;04;000329;16.12.2022;19:00:00;22:00:00;SNAB172;MID;73;CS;2221
MATH; 101;FINITE MATHEMATICS;05;000329;5.11.2022;11:45:00;14:45:00;SNAB172;MID;57;CS;2221
MATH; 101;FINITE MATHEMATICS;05;000329;16.12.2022;19:00:00;22:00:00;SNAA52;MID;57;CS;2221
MATH; 101;FINITE MATHEMATICS;05;000329;17.01.2023;08:30:00;11:30:00;SNA159;FIN;57;CS;2221
MATH; 101;FINITE MATHEMATICS;05;000329;17.01.2023;08:30:00;11:30:00;SNA158;FIN;57;CS;2221
MATH; 102;CALCULUS;01;000330;21.01.2023;15:00:00;18:00:00;SNAA21;FIN;68;CS;2221
MATH; 102;CALCULUS;01;000330;12.11.2022;08:30:00;11:30:00;SNAA21;MID;68;CS;2221
MATH; 102;CALCULUS;01;000330;12.11.2022;08:30:00;11:30:00;ENGZ50;MID;68;CS;2221
MATH; 102;CALCULUS;01;000330;22.12.2022;19:00:00;22:00:00;SNAA22;MID;68;CS;2221
MATH; 102;CALCULUS;02;000330;12.11.2022;08:30:00;11:30:00;SNAA22;MID;76;CS;2221
MATH; 102;CALCULUS;02;000330;12.11.2022;08:30:00;11:30:00;ENGZ50;MID;76;CS;2221
MATH; 102;CALCULUS;02;000330;21.01.2023;15:00:00;18:00:00;SNAA22;FIN;76;CS;2221
MATH; 102;CALCULUS;02;000330;22.12.2022;19:00:00;22:00:00;ENGZ50;MID;76;CS;2221
MATH; 102;CALCULUS;03;000330;21.01.2023;15:00:00;18:00:00;SNAA21;FIN;53;CS;2221
MATH; 102;CALCULUS;03;000330;22.12.2022;19:00:00;22:00:00;SNAB172;MID;53;CS;2221
MATH; 102;CALCULUS;03;000330;21.01.2023;15:00:00;18:00:00;SNAA52;FIN;53;CS;2221
MATH; 102;CALCULUS;03;000330;12.11.2022;08:30:00;11:30:00;SOSB07;MID;53;CS;2221
MATH; 103;INTR TO ABSTRACT MATH.;01;001410;20.01.2023;11:45:00;14:45:00;SOSB10;FIN;62;CS;2221
MATH; 103;INTR TO ABSTRACT MATH.;01;001410;20.01.2023;11:45:00;14:45:00;SOSB11;FIN;62;CS;2221
MATH; 103;INTR TO ABSTRACT MATH.;01;001410;26.11.2022;18:15:00;21:15:00;SNAA22;MID;62;CS;2221
MATH; 106;CALCULUS I;01;000694;5.11.2022;15:00:00;18:00:00;SOSB07;MID;107;CS;2221
MATH; 106;CALCULUS I;01;000694;17.01.2023;11:45:00;14:45:00;SOS186;FIN;107;CS;2221
MATH; 106;CALCULUS I;01;000694;17.01.2023;11:45:00;14:45:00;SCI103;FIN;107;CS;2221
MATH; 106;CALCULUS I;01;000694;5.11.2022;15:00:00;18:00:00;SOSB08;MID;107;CS;2221
MATH; 106;CALCULUS I;01;000694;24.12.2022;15:00:00;18:00:00;SOSB07;MID;107;CS;2221
MATH; 106;CALCULUS I;01;000694;24.12.2022;15:00:00;18:00:00;SOSB08;MID;107;CS;2221
MATH; 106;CALCULUS I;02;000694;17.01.2023;11:45:00;14:45:00;SOSB07;FIN;110;CS;2221
MATH; 106;CALCULUS I;02;000694;17.01.2023;11:45:00;14:45:00;SOSB11;FIN;110;CS;2221
MATH; 106;CALCULUS I;02;000694;5.11.2022;15:00:00;18:00:00;SNAA52;MID;110;CS;2221
MATH; 106;CALCULUS I;02;000694;5.11.2022;15:00:00;18:00:00;SNAB172;MID;110;CS;2221
MATH; 106;CALCULUS I;02;000694;24.12.2022;15:00:00;18:00:00;SNAA52;MID;110;CS;2221
MATH; 106;CALCULUS I;02;000694;24.12.2022;15:00:00;18:00:00;SNAB172;MID;110;CS;2221
MATH; 106;CALCULUS I;02;000694;17.01.2023;11:45:00;14:45:00;SOS186;FIN;110;CS;2221
MATH; 106;CALCULUS I;03;000694;5.11.2022;15:00:00;18:00:00;SNAA22;MID;98;CS;2221
MATH; 106;CALCULUS I;03;000694;5.11.2022;15:00:00;18:00:00;SNAA51;MID;98;CS;2221
MATH; 106;CALCULUS I;03;000694;17.01.2023;11:45:00;14:45:00;SOSB08;FIN;98;CS;2221
MATH; 106;CALCULUS I;03;000694;24.12.2022;15:00:00;18:00:00;SNAA22;MID;98;CS;2221
MATH; 106;CALCULUS I;03;000694;24.12.2022;15:00:00;18:00:00;SNAA51;MID;98;CS;2221
MATH; 106;CALCULUS I;03;000694;17.01.2023;11:45:00;14:45:00;SOSB10;FIN;98;CS;2221
MATH; 106;CALCULUS I;04;000694;17.01.2023;11:45:00;14:45:00;SNAA22;FIN;104;CS;2221
MATH; 106;CALCULUS I;04;000694;5.11.2022;15:00:00;18:00:00;ENGZ50;MID;104;CS;2221
MATH; 106;CALCULUS I;04;000694;24.12.2022;15:00:00;18:00:00;ENGZ50;MID;104;CS;2221
MATH; 106;CALCULUS I;04;000694;17.01.2023;11:45:00;14:45:00;SNAA52;FIN;104;CS;2221
MATH; 106;CALCULUS I;05;000694;17.01.2023;11:45:00;14:45:00;SNAB172;FIN;88;CS;2221
MATH; 106;CALCULUS I;05;000694;24.12.2022;15:00:00;18:00:00;SNAA21;MID;88;CS;2221
MATH; 106;CALCULUS I;05;000694;24.12.2022;15:00:00;18:00:00;SNAA43;MID;88;CS;2221
MATH; 106;CALCULUS I;05;000694;17.01.2023;11:45:00;14:45:00;SNAB119;FIN;88;CS;2221
MATH; 106;CALCULUS I;05;000694;5.11.2022;15:00:00;18:00:00;SNAB119;MID;88;CS;2221
MATH; 106;CALCULUS I;05;000694;5.11.2022;15:00:00;18:00:00;SNAA21;MID;88;CS;2221
MATH; 106;CALCULUS I;06;000694;17.01.2023;11:45:00;14:45:00;SNA158;FIN;82;CS;2221
MATH; 106;CALCULUS I;06;000694;17.01.2023;11:45:00;14:45:00;SNAA22;FIN;82;CS;2221
MATH; 106;CALCULUS I;06;000694;5.11.2022;15:00:00;18:00:00;SOSB10;MID;82;CS;2221
MATH; 106;CALCULUS I;06;000694;5.11.2022;15:00:00;18:00:00;SOSB11;MID;82;CS;2221
MATH; 106;CALCULUS I;06;000694;5.11.2022;15:00:00;18:00:00;SOSB16;MID;82;CS;2221
MATH; 106;CALCULUS I;06;000694;24.12.2022;15:00:00;18:00:00;SOSB11;MID;82;CS;2221
MATH; 106;CALCULUS I;06;000694;24.12.2022;15:00:00;18:00:00;SOSB16;MID;82;CS;2221
MATH; 106;CALCULUS I;06;000694;24.12.2022;15:00:00;18:00:00;SOSB10;MID;82;CS;2221
MATH; 106;CALCULUS I;06;000694;17.01.2023;11:45:00;14:45:00;SNA159;FIN;82;CS;2221
MATH; 107;INTR.TO LINEAR ALGEBRA;01;000695;8.11.2022;19:00:00;22:00:00;SOSB10;MID;90;CS;2221
MATH; 107;INTR.TO LINEAR ALGEBRA;01;000695;8.11.2022;19:00:00;22:00:00;SCIZ24;MID;90;CS;2221
MATH; 107;INTR.TO LINEAR ALGEBRA;01;000695;27.12.2022;19:00:00;22:00:00;ENGZ50;MID;90;CS;2221
MATH; 107;INTR.TO LINEAR ALGEBRA;01;000695;21.01.2023;18:15:00;21:15:00;SOS186;FIN;90;CS;2221
MATH; 107;INTR.TO LINEAR ALGEBRA;02;000695;8.11.2022;19:00:00;22:00:00;SOSB07;MID;82;CS;2221
MATH; 107;INTR.TO LINEAR ALGEBRA;02;000695;8.11.2022;19:00:00;22:00:00;SOSB08;MID;82;CS;2221
MATH; 107;INTR.TO LINEAR ALGEBRA;02;000695;27.12.2022;19:00:00;22:00:00;SNAA21;MID;82;CS;2221
MATH; 107;INTR.TO LINEAR ALGEBRA;02;000695;21.01.2023;18:15:00;21:15:00;SNAA21;FIN;82;CS;2221
MATH; 107;INTR.TO LINEAR ALGEBRA;03;000695;8.11.2022;19:00:00;22:00:00;SNAA43;MID;81;CS;2221
MATH; 107;INTR.TO LINEAR ALGEBRA;03;000695;8.11.2022;19:00:00;22:00:00;SNAA42;MID;81;CS;2221
MATH; 107;INTR.TO LINEAR ALGEBRA;03;000695;21.01.2023;18:15:00;21:15:00;SNAA22;FIN;81;CS;2221
MATH; 107;INTR.TO LINEAR ALGEBRA;03;000695;27.12.2022;19:00:00;22:00:00;SNAA22;MID;81;CS;2221
MATH; 201;STATISTICS;01;002676;8.11.2022;19:00:00;22:00:00;ENGZ50;MID;100;CS;2221
MATH; 201;STATISTICS;01;002676;16.01.2023;18:15:00;21:15:00;SNAA51;FIN;100;CS;2221
MATH; 201;STATISTICS;01;002676;16.01.2023;18:15:00;21:15:00;SNAA21;FIN;100;CS;2221
MATH; 201;STATISTICS;01;002676;10.12.2022;08:30:00;11:30:00;ENGZ50;MID;100;CS;2221
MATH; 201;STATISTICS;02;002676;8.11.2022;19:00:00;22:00:00;SNAA21;MID;101;CS;2221
MATH; 201;STATISTICS;02;002676;16.01.2023;18:15:00;21:15:00;SOS186;FIN;101;CS;2221
MATH; 201;STATISTICS;02;002676;10.12.2022;08:30:00;11:30:00;SNAA21;MID;101;CS;2221
MATH; 201;STATISTICS;03;002676;10.12.2022;08:30:00;11:30:00;SNAA22;MID;75;CS;2221
MATH; 201;STATISTICS;03;002676;8.11.2022;19:00:00;22:00:00;SNAA22;MID;75;CS;2221
MATH; 201;STATISTICS;03;002676;16.01.2023;18:15:00;21:15:00;SOS186;FIN;75;CS;2221
MATH; 202;STATISTICS FOR SOCI SCIE;01;002678;7.11.2022;19:00:00;22:00:00;SNAA21;MID;69;CS;2221
MATH; 202;STATISTICS FOR SOCI SCIE;01;002678;15.12.2022;19:00:00;22:00:00;ENGZ50;MID;69;CS;2221
MATH; 202;STATISTICS FOR SOCI SCIE;01;002678;16.01.2023;18:15:00;21:15:00;SNAA22;FIN;69;CS;2221
MATH; 202;STATISTICS FOR SOCI SCIE;02;002678;7.11.2022;19:00:00;22:00:00;SNAA22;MID;88;CS;2221
MATH; 202;STATISTICS FOR SOCI SCIE;02;002678;7.11.2022;19:00:00;22:00:00;SNAA51;MID;88;CS;2221
MATH; 202;STATISTICS FOR SOCI SCIE;02;002678;16.01.2023;18:15:00;21:15:00;SOSB08;FIN;88;CS;2221
MATH; 202;STATISTICS FOR SOCI SCIE;02;002678;15.12.2022;19:00:00;22:00:00;SOS186;MID;88;CS;2221
MATH; 202;STATISTICS FOR SOCI SCIE;02;002678;16.01.2023;18:15:00;21:15:00;SOSB10;FIN;88;CS;2221
MATH; 203;MULTIVARIABLE CALCULUS;01;001700;27.11.2022;11:45:00;14:45:00;SNAA52;MID;97;CS;2221
MATH; 203;MULTIVARIABLE CALCULUS;01;001700;2.01.2023;19:00:00;22:00:00;SNAA21;MID;97;CS;2221
MATH; 203;MULTIVARIABLE CALCULUS;01;001700;2.01.2023;19:00:00;22:00:00;SNAA52;MID;97;CS;2221
MATH; 203;MULTIVARIABLE CALCULUS;01;001700;19.01.2023;08:30:00;11:30:00;SOS186;FIN;97;CS;2221
MATH; 203;MULTIVARIABLE CALCULUS;01;001700;27.11.2022;11:45:00;14:45:00;SNAA51;MID;97;CS;2221
MATH; 203;MULTIVARIABLE CALCULUS;01;001700;27.11.2022;11:45:00;14:45:00;SNAA21;MID;97;CS;2221
MATH; 203;MULTIVARIABLE CALCULUS;01;001700;2.01.2023;19:00:00;22:00:00;SNAA51;MID;97;CS;2221
MATH; 203;MULTIVARIABLE CALCULUS;02;001700;27.11.2022;11:45:00;14:45:00;SNAA22;MID;89;CS;2221
MATH; 203;MULTIVARIABLE CALCULUS;02;001700;19.01.2023;08:30:00;11:30:00;SOS186;FIN;89;CS;2221
MATH; 203;MULTIVARIABLE CALCULUS;02;001700;2.01.2023;19:00:00;22:00:00;SNAA22;MID;89;CS;2221
MATH; 204;DIFF. EQUATIONS;01;000889;17.01.2023;15:00:00;18:00:00;SCIZ24;FIN;44;CS;2221
MATH; 204;DIFF. EQUATIONS;01;000889;23.11.2022;19:00:00;22:00:00;ENGZ50;MID;44;CS;2221
MATH; 204;DIFF. EQUATIONS;01;000889;19.12.2022;19:00:00;22:00:00;SNAA52;MID;44;CS;2221
MATH; 204;DIFF. EQUATIONS;01;000889;17.01.2023;15:00:00;18:00:00;SNAA43;FIN;44;CS;2221
MATH; 204;DIFF. EQUATIONS;01;000889;17.01.2023;15:00:00;18:00:00;SOS186;FIN;44;CS;2221
MATH; 204;DIFF. EQUATIONS;02;000889;17.01.2023;15:00:00;18:00:00;SOS186;FIN;82;CS;2221
